"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Giorno C","16 mag 2026, 12:01","16 mag 2026, 13:28","","Leg Curl Seduto (Macchina)",,"",1,"normal",30,12,,0,
"Giorno C","16 mag 2026, 12:01","16 mag 2026, 13:28","","Leg Curl Seduto (Macchina)",,"",2,"normal",30,12,,0,
"Giorno 3","23 apr 2026, 18:39","23 apr 2026, 19:59","","Estensione Polpacci (Macchina)",,"",0,"normal",80,12,,0,
"Giorno 3","23 apr 2026, 18:39","23 apr 2026, 19:59","","Estensione Polpacci (Macchina)",,"",1,"normal",80,12,,0,
"Giorno 3","23 apr 2026, 18:39","23 apr 2026, 19:59","","Estensione Polpacci (Macchina)",,"",2,"normal",80,12,,0,
"Giorno 3","23 apr 2026, 18:39","23 apr 2026, 19:59","","Hip Thrust (macchina)",,"",0,"normal",37.5,8,,0,
"Giorno 3","23 apr 2026, 18:39","23 apr 2026, 19:59","","Hip Thrust (macchina)",,"",1,"normal",37.5,8,,0,
"Giorno 3","23 apr 2026, 18:39","23 apr 2026, 19:59","","Hip Thrust (macchina)",,"",2,"normal",37.5,7,,0,
"Giorno 3","23 apr 2026, 18:39","23 apr 2026, 19:59","","Lento in Avanti (Manubrio)",,"",0,"normal",10,8,,0,
"Giorno 3","23 apr 2026, 18:39","23 apr 2026, 19:59","","Lento in Avanti (Manubrio)",,"",1,"normal",10,7,,0,
"Giorno 3","23 apr 2026, 18:39","23 apr 2026, 19:59","","Lento in Avanti (Manubrio)",,"",2,"normal",10,4,,0,
"Giorno 3","23 apr 2026, 18:39","23 apr 2026, 19:59","","Leg Curl Seduto (Macchina)",,"",0,"normal",40,6,,0,
"Giorno 3","23 apr 2026, 18:39","23 apr 2026, 19:59","","Leg Curl Seduto (Macchina)",,"",1,"normal",35,12,,0,
"Giorno 3","23 apr 2026, 18:39","23 apr 2026, 19:59","","Leg Curl Seduto (Macchina)",,"",2,"normal",35,12,,0,
"Giorno 3","23 apr 2026, 18:39","23 apr 2026, 19:59","","Estensioni Glutei al Cavo",,"",0,"normal",10,12,,0,
"Giorno 3","23 apr 2026, 18:39","23 apr 2026, 19:59","","Estensioni Glutei al Cavo",,"",1,"normal",10,12,,0,
"Giorno 3","23 apr 2026, 18:39","23 apr 2026, 19:59","","Crunch (Macchina)",,"",0,"normal",45,12,,0,
"Giorno 3","23 apr 2026, 18:39","23 apr 2026, 19:59","","Crunch (Macchina)",,"",1,"normal",45,12,,0,
"Giorno 3","23 apr 2026, 18:39","23 apr 2026, 19:59","","Crunch (Macchina)",,"",2,"normal",45,12,,0,
"Giorno 3","23 apr 2026, 18:39","23 apr 2026, 19:59","","Adduzione Anche (Macchina)",,"",0,"normal",35,10,,0,
"Giorno 3","23 apr 2026, 18:39","23 apr 2026, 19:59","","Adduzione Anche (Macchina)",,"",1,"normal",35,12,,0,
"Giorno 3","23 apr 2026, 18:39","23 apr 2026, 19:59","","Adduzione Anche (Macchina)",,"",2,"normal",35,12,,0,
"Giorno 2","21 apr 2026, 18:42","21 apr 2026, 19:51","","Calf Press (Macchina)",,"",0,"normal",90,10,,0,
"Giorno 2","21 apr 2026, 18:42","21 apr 2026, 19:51","","Calf Press (Macchina)",,"",1,"normal",80,10,,0,
"Giorno 2","21 apr 2026, 18:42","21 apr 2026, 19:51","","Calf Press (Macchina)",,"",2,"normal",80,10,,0,
"Giorno 2","21 apr 2026, 18:42","21 apr 2026, 19:51","","Stacco da Terra Rumeno (Bilanciere)",,"",0,"normal",45,7,,0,
"Giorno 2","21 apr 2026, 18:42","21 apr 2026, 19:51","","Stacco da Terra Rumeno (Bilanciere)",,"",1,"normal",45,7,,0,
"Giorno 2","21 apr 2026, 18:42","21 apr 2026, 19:51","","Stacco da Terra Rumeno (Bilanciere)",,"",2,"normal",45,6,,0,
"Giorno 2","21 apr 2026, 18:42","21 apr 2026, 19:51","","Lat Pulldown (Macchina)",,"",0,"normal",40,6,,0,
"Giorno 2","21 apr 2026, 18:42","21 apr 2026, 19:51","","Lat Pulldown (Macchina)",,"",1,"normal",40,6,,0,
"Giorno 2","21 apr 2026, 18:42","21 apr 2026, 19:51","","Lat Pulldown (Macchina)",,"",2,"normal",40,5,,0,
"Giorno 2","21 apr 2026, 18:42","21 apr 2026, 19:51","","Panca Inclinata (Manubrio)",,"",0,"normal",12,8,,0,
"Giorno 2","21 apr 2026, 18:42","21 apr 2026, 19:51","","Panca Inclinata (Manubrio)",,"",1,"normal",12,7,,0,
"Giorno 2","21 apr 2026, 18:42","21 apr 2026, 19:51","","Panca Inclinata (Manubrio)",,"",2,"normal",12,5,,0,
"Giorno 2","21 apr 2026, 18:42","21 apr 2026, 19:51","","Bicipiti Martello (Manubrio)",,"",0,"normal",6,8,,0,
"Giorno 2","21 apr 2026, 18:42","21 apr 2026, 19:51","","Bicipiti Martello (Manubrio)",,"",1,"normal",6,8,,0,
"Giorno 2","21 apr 2026, 18:42","21 apr 2026, 19:51","","Bicipiti Martello (Manubrio)",,"",2,"normal",6,8,,0,
"Giorno 2","21 apr 2026, 18:42","21 apr 2026, 19:51","","Abduzione Anche (Macchina)",,"",0,"normal",100,12,,0,
"Giorno 2","21 apr 2026, 18:42","21 apr 2026, 19:51","","Abduzione Anche (Macchina)",,"",1,"normal",100,12,,0,
"Giorno 2","21 apr 2026, 18:42","21 apr 2026, 19:51","","Abduzione Anche (Macchina)",,"",2,"normal",100,10,,0,
"Giorno 1","20 apr 2026, 18:48","20 apr 2026, 19:32","","Calf Press (Macchina)",,"",0,"normal",70,10,,0,
"Giorno 1","20 apr 2026, 18:48","20 apr 2026, 19:32","","Calf Press (Macchina)",,"",1,"normal",80,10,,0,
"Giorno 1","20 apr 2026, 18:48","20 apr 2026, 19:32","","Calf Press (Macchina)",,"",2,"normal",90,9,,0,
"Giorno 1","20 apr 2026, 18:48","20 apr 2026, 19:32","","Leg Press (Macchina)",,"",0,"normal",140,7,,0,
"Giorno 1","20 apr 2026, 18:48","20 apr 2026, 19:32","","Leg Press (Macchina)",,"",1,"normal",140,7,,0,
"Giorno 1","20 apr 2026, 18:48","20 apr 2026, 19:32","","Leg Press (Macchina)",,"",2,"normal",140,6,,0,
"Giorno 1","20 apr 2026, 18:48","20 apr 2026, 19:32","","Chest Press (Macchina)",,"",0,"normal",35,8,,0,
"Giorno 1","20 apr 2026, 18:48","20 apr 2026, 19:32","","Chest Press (Macchina)",,"",1,"normal",35,6,,0,
"Giorno 1","20 apr 2026, 18:48","20 apr 2026, 19:32","","Chest Press (Macchina)",,"",2,"normal",35,6,,0,
"Giorno 1","20 apr 2026, 18:48","20 apr 2026, 19:32","","Aperture Laterali (Manubrio)",,"",0,"normal",5,10,,0,
"Giorno 1","20 apr 2026, 18:48","20 apr 2026, 19:32","","Aperture Laterali (Manubrio)",,"",1,"normal",5,10,,0,
"Giorno 1","20 apr 2026, 18:48","20 apr 2026, 19:32","","Aperture Laterali (Manubrio)",,"",2,"normal",5,10,,0,
"Giorno 1","20 apr 2026, 18:48","20 apr 2026, 19:32","","Pushdown Tricipiti",,"",0,"normal",15,10,,0,
"Giorno 1","20 apr 2026, 18:48","20 apr 2026, 19:32","","Pushdown Tricipiti",,"",1,"normal",15,6,,0,
"Giorno 1","20 apr 2026, 18:48","20 apr 2026, 19:32","","Pushdown Tricipiti",,"",2,"normal",15,6,,0,
"Giorno 1","20 apr 2026, 18:48","20 apr 2026, 19:32","","Abduzione Anche (Macchina)",,"",0,"normal",100,12,,0,
"Giorno 1","20 apr 2026, 18:48","20 apr 2026, 19:32","","Abduzione Anche (Macchina)",,"",1,"normal",100,11,,0,
"Giorno 1","20 apr 2026, 18:48","20 apr 2026, 19:32","","Abduzione Anche (Macchina)",,"",2,"normal",100,11,,0,
"Pull","14 apr 2026, 18:38","14 apr 2026, 19:29","","Lat Pulldown (Macchina)",,"",0,"failure",40,6,,0,
"Pull","14 apr 2026, 18:38","14 apr 2026, 19:29","","Lat Pulldown (Macchina)",,"",1,"failure",40,6,,0,
"Pull","14 apr 2026, 18:38","14 apr 2026, 19:29","","Lat Pulldown (Macchina)",,"",2,"failure",40,5,,0,
"Pull","14 apr 2026, 18:38","14 apr 2026, 19:29","","Lat Pulldown (Macchina)",,"",0,"failure",35,6,,0,
"Pull","14 apr 2026, 18:38","14 apr 2026, 19:29","","Lat Pulldown (Macchina)",,"",1,"failure",35,6,,0,
"Pull","14 apr 2026, 18:38","14 apr 2026, 19:29","","Rematore al Cavo da Seduto",,"",0,"failure",20,8,,0,
"Pull","14 apr 2026, 18:38","14 apr 2026, 19:29","","Rematore al Cavo da Seduto",,"",1,"failure",20,8,,0,
"Pull","14 apr 2026, 18:38","14 apr 2026, 19:29","","Rematore al Cavo da Seduto",,"",2,"failure",20,8,,0,
"Pull","14 apr 2026, 18:38","14 apr 2026, 19:29","","Face Pull",,"",0,"failure",15,14,,0,
"Pull","14 apr 2026, 18:38","14 apr 2026, 19:29","","Face Pull",,"",1,"failure",20,6,,0,
"Pull","14 apr 2026, 18:38","14 apr 2026, 19:29","","Curl Bicipiti (Manubrio)",,"",0,"failure",7,5,,0,
"Pull","14 apr 2026, 18:38","14 apr 2026, 19:29","","Curl Bicipiti (Manubrio)",,"",1,"failure",7,4,,0,
"Pull","14 apr 2026, 18:38","14 apr 2026, 19:29","","Curl Bicipiti (Manubrio)",,"",2,"failure",7,4,,0,
"Pull","14 apr 2026, 18:38","14 apr 2026, 19:29","","Bayesian curl",,"",0,"failure",2.5,15,,0,
"Pull","14 apr 2026, 18:38","14 apr 2026, 19:29","","Bayesian curl",,"",1,"failure",2.5,11,,0,
"Push","13 apr 2026, 18:43","13 apr 2026, 19:41","","Chest Press (Macchina)",,"",0,"failure",30,6,,0,
"Push","13 apr 2026, 18:43","13 apr 2026, 19:41","","Chest Press (Macchina)",,"",1,"failure",30,6,,0,
"Push","13 apr 2026, 18:43","13 apr 2026, 19:41","","Chest Press (Macchina)",,"",2,"failure",30,6,,0,
"Push","13 apr 2026, 18:43","13 apr 2026, 19:41","","Panca Inclinata (Manubrio)",,"",0,"failure",10,8,,0,
"Push","13 apr 2026, 18:43","13 apr 2026, 19:41","","Panca Inclinata (Manubrio)",,"",1,"failure",10,8,,0,
"Push","13 apr 2026, 18:43","13 apr 2026, 19:41","","Lento in Avanti (Manubrio)",,"",0,"failure",8,6,,0,
"Push","13 apr 2026, 18:43","13 apr 2026, 19:41","","Lento in Avanti (Manubrio)",,"",1,"failure",8,7,,0,
"Push","13 apr 2026, 18:43","13 apr 2026, 19:41","","Lento in Avanti (Manubrio)",,"",2,"failure",8,7,,0,
"Push","13 apr 2026, 18:43","13 apr 2026, 19:41","","Aperture Laterali (Manubrio)",,"",0,"failure",5,10,,0,
"Push","13 apr 2026, 18:43","13 apr 2026, 19:41","","Aperture Laterali (Manubrio)",,"",1,"failure",5,9,,0,
"Push","13 apr 2026, 18:43","13 apr 2026, 19:41","","Pushdown Tricipiti",,"",0,"failure",12.5,10,,0,
"Push","13 apr 2026, 18:43","13 apr 2026, 19:41","","Pushdown Tricipiti",,"",1,"failure",12.5,8,,0,
"Push","13 apr 2026, 18:43","13 apr 2026, 19:41","","Pushdown Tricipiti",,"",2,"failure",12.5,8,,0,
"Push","13 apr 2026, 18:43","13 apr 2026, 19:41","","Crunch (Macchina)",,"",0,"failure",45,12,,0,
"Push","13 apr 2026, 18:43","13 apr 2026, 19:41","","Crunch (Macchina)",,"",1,"failure",50,7,,0,
"Push","13 apr 2026, 18:43","13 apr 2026, 19:41","","Crunch (Macchina)",,"",2,"failure",50,7,,0,
"Pull","24 mar 2026, 18:38","24 mar 2026, 19:27","","Lat Pulldown (Macchina)",,"",0,"failure",40,6,,0,
"Pull","24 mar 2026, 18:38","24 mar 2026, 19:27","","Lat Pulldown (Macchina)",,"",1,"failure",40,6,,0,
"Pull","24 mar 2026, 18:38","24 mar 2026, 19:27","","Lat Pulldown (Macchina)",,"",2,"failure",37.5,6,,0,
"Pull","24 mar 2026, 18:38","24 mar 2026, 19:27","","Lat Pulldown (Macchina)",,"",0,"failure",35,11,,0,
"Pull","24 mar 2026, 18:38","24 mar 2026, 19:27","","Lat Pulldown (Macchina)",,"",1,"failure",35,7,,0,
"Pull","24 mar 2026, 18:38","24 mar 2026, 19:27","","Rematore al Cavo da Seduto",,"",0,"failure",20,9,,0,
"Pull","24 mar 2026, 18:38","24 mar 2026, 19:27","","Rematore al Cavo da Seduto",,"",1,"failure",20,8,,0,
"Pull","24 mar 2026, 18:38","24 mar 2026, 19:27","","Rematore al Cavo da Seduto",,"",2,"failure",20,8,,0,
"Pull","24 mar 2026, 18:38","24 mar 2026, 19:27","","Face Pull",,"",0,"failure",15,13,,0,
"Pull","24 mar 2026, 18:38","24 mar 2026, 19:27","","Face Pull",,"",1,"failure",15,12,,0,
"Pull","24 mar 2026, 18:38","24 mar 2026, 19:27","","Curl Bicipiti (Manubrio)",,"",0,"failure",7,5,,0,
"Pull","24 mar 2026, 18:38","24 mar 2026, 19:27","","Curl Bicipiti (Manubrio)",,"",1,"failure",7,5,,0,
"Pull","24 mar 2026, 18:38","24 mar 2026, 19:27","","Curl Bicipiti (Manubrio)",,"",2,"failure",7,4,,0,
"Pull","24 mar 2026, 18:38","24 mar 2026, 19:27","","Bayesian curl",,"",0,"failure",2.5,13,,0,
"Pull","24 mar 2026, 18:38","24 mar 2026, 19:27","","Bayesian curl",,"",1,"failure",2.5,11,,0,
"Push","23 mar 2026, 18:41","23 mar 2026, 19:32","","Chest Press (Macchina)",,"",0,"failure",35,6,,0,
"Push","23 mar 2026, 18:41","23 mar 2026, 19:32","","Chest Press (Macchina)",,"",1,"failure",35,6,,0,
"Push","23 mar 2026, 18:41","23 mar 2026, 19:32","","Chest Press (Macchina)",,"",2,"failure",30,6,,0,
"Push","23 mar 2026, 18:41","23 mar 2026, 19:32","","Panca Inclinata (Manubrio)",,"",0,"failure",10,7,,0,
"Push","23 mar 2026, 18:41","23 mar 2026, 19:32","","Panca Inclinata (Manubrio)",,"",1,"failure",10,7,,0,
"Push","23 mar 2026, 18:41","23 mar 2026, 19:32","","Lento in Avanti (Manubrio)",,"",0,"failure",8,7,,0,
"Push","23 mar 2026, 18:41","23 mar 2026, 19:32","","Lento in Avanti (Manubrio)",,"",1,"failure",8,6,,0,
"Push","23 mar 2026, 18:41","23 mar 2026, 19:32","","Lento in Avanti (Manubrio)",,"",2,"failure",8,6,,0,
"Push","23 mar 2026, 18:41","23 mar 2026, 19:32","","Aperture Laterali (Manubrio)",,"",0,"failure",5,8,,0,
"Push","23 mar 2026, 18:41","23 mar 2026, 19:32","","Aperture Laterali (Manubrio)",,"",1,"failure",5,8,,0,
"Push","23 mar 2026, 18:41","23 mar 2026, 19:32","","Pushdown Tricipiti",,"",0,"failure",12.5,8,,0,
"Push","23 mar 2026, 18:41","23 mar 2026, 19:32","","Pushdown Tricipiti",,"",1,"failure",12.5,8,,0,
"Push","23 mar 2026, 18:41","23 mar 2026, 19:32","","Pushdown Tricipiti",,"",2,"failure",12.5,8,,0,
"Push","23 mar 2026, 18:41","23 mar 2026, 19:32","","Crunch (Macchina)",,"",0,"failure",45,7,,0,
"Push","23 mar 2026, 18:41","23 mar 2026, 19:32","","Crunch (Macchina)",,"",1,"failure",45,8,,0,
"Push","23 mar 2026, 18:41","23 mar 2026, 19:32","","Crunch (Macchina)",,"",2,"failure",45,8,,0,
"Pull","10 mar 2026, 18:37","10 mar 2026, 19:27","","Lat Pulldown (Macchina)",,"",0,"failure",35,11,,0,
"Pull","10 mar 2026, 18:37","10 mar 2026, 19:27","","Lat Pulldown (Macchina)",,"",1,"failure",37.5,8,,0,
"Pull","10 mar 2026, 18:37","10 mar 2026, 19:27","","Lat Pulldown (Macchina)",,"",2,"failure",37.5,6,,0,
"Pull","10 mar 2026, 18:37","10 mar 2026, 19:27","","Lat Pulldown (Macchina)",,"",0,"failure",35,6,,0,
"Pull","10 mar 2026, 18:37","10 mar 2026, 19:27","","Lat Pulldown (Macchina)",,"",1,"failure",35,6,,0,
"Pull","10 mar 2026, 18:37","10 mar 2026, 19:27","","Rematore al Cavo da Seduto",,"",0,"failure",20,8,,0,
"Pull","10 mar 2026, 18:37","10 mar 2026, 19:27","","Rematore al Cavo da Seduto",,"",1,"failure",20,8,,0,
"Pull","10 mar 2026, 18:37","10 mar 2026, 19:27","","Rematore al Cavo da Seduto",,"",2,"failure",20,7,,0,
"Pull","10 mar 2026, 18:37","10 mar 2026, 19:27","","Face Pull",,"",0,"failure",15,12,,0,
"Pull","10 mar 2026, 18:37","10 mar 2026, 19:27","","Face Pull",,"",1,"failure",15,10,,0,
"Pull","10 mar 2026, 18:37","10 mar 2026, 19:27","","Curl Bicipiti (Manubrio)",,"",0,"failure",6,8,,0,
"Pull","10 mar 2026, 18:37","10 mar 2026, 19:27","","Curl Bicipiti (Manubrio)",,"",1,"failure",6,7,,0,
"Pull","10 mar 2026, 18:37","10 mar 2026, 19:27","","Curl Bicipiti (Manubrio)",,"",2,"failure",6,6,,0,
"Pull","10 mar 2026, 18:37","10 mar 2026, 19:27","","Bayesian curl",,"",0,"failure",2.5,15,,0,
"Pull","10 mar 2026, 18:37","10 mar 2026, 19:27","","Bayesian curl",,"",1,"failure",2.5,15,,0,
"Push","9 mar 2026, 19:06","9 mar 2026, 19:58","","Chest Press (Macchina)",,"",0,"failure",30,10,,0,
"Push","9 mar 2026, 19:06","9 mar 2026, 19:58","","Chest Press (Macchina)",,"",1,"failure",30,8,,0,
"Push","9 mar 2026, 19:06","9 mar 2026, 19:58","","Chest Press (Macchina)",,"",2,"failure",30,6,,0,
"Push","9 mar 2026, 19:06","9 mar 2026, 19:58","","Panca Inclinata (Manubrio)",,"",0,"failure",8,15,,0,
"Push","9 mar 2026, 19:06","9 mar 2026, 19:58","","Panca Inclinata (Manubrio)",,"",1,"failure",10,9,,0,
"Push","9 mar 2026, 19:06","9 mar 2026, 19:58","","Lento in Avanti (Manubrio)",,"",0,"failure",10,4,,0,
"Push","9 mar 2026, 19:06","9 mar 2026, 19:58","","Lento in Avanti (Manubrio)",,"",1,"failure",10,4,,0,
"Push","9 mar 2026, 19:06","9 mar 2026, 19:58","","Lento in Avanti (Manubrio)",,"",2,"failure",10,4,,0,
"Push","9 mar 2026, 19:06","9 mar 2026, 19:58","","Aperture Laterali (Manubrio)",,"",0,"failure",5,8,,0,
"Push","9 mar 2026, 19:06","9 mar 2026, 19:58","","Aperture Laterali (Manubrio)",,"",1,"failure",5,7,,0,
"Push","9 mar 2026, 19:06","9 mar 2026, 19:58","","Pushdown Tricipiti",,"",0,"failure",12.5,9,,0,
"Push","9 mar 2026, 19:06","9 mar 2026, 19:58","","Pushdown Tricipiti",,"",1,"failure",12.5,5,,0,
"Push","9 mar 2026, 19:06","9 mar 2026, 19:58","","Pushdown Tricipiti",,"",2,"failure",10,10,,0,
"Push","9 mar 2026, 19:06","9 mar 2026, 19:58","","Crunch (Macchina)",,"",0,"failure",45,6,,0,
"Push","9 mar 2026, 19:06","9 mar 2026, 19:58","","Crunch (Macchina)",,"",1,"failure",45,6,,0,
"Push","9 mar 2026, 19:06","9 mar 2026, 19:58","","Crunch (Macchina)",,"",2,"failure",45,6,,0,
"Leg","8 mar 2026, 09:57","8 mar 2026, 11:33","","Estensione Polpacci (Macchina)",,"",0,"failure",60,12,,0,
"Leg","8 mar 2026, 09:57","8 mar 2026, 11:33","","Estensione Polpacci (Macchina)",,"",1,"failure",60,12,,0,
"Leg","8 mar 2026, 09:57","8 mar 2026, 11:33","","Estensione Polpacci (Macchina)",,"",2,"failure",60,12,,0,
"Leg","8 mar 2026, 09:57","8 mar 2026, 11:33","","Hip Thrust (macchina)",,"",0,"failure",37.5,6,,0,
"Leg","8 mar 2026, 09:57","8 mar 2026, 11:33","","Hip Thrust (macchina)",,"",1,"failure",37.5,5,,0,
"Leg","8 mar 2026, 09:57","8 mar 2026, 11:33","","Hip Thrust (macchina)",,"",2,"failure",37.5,5,,0,
"Leg","8 mar 2026, 09:57","8 mar 2026, 11:33","","Affondi (Manubrio)",,"",0,"normal",8,12,,0,
"Leg","8 mar 2026, 09:57","8 mar 2026, 11:33","","Affondi (Manubrio)",,"",1,"normal",8,12,,0,
"Leg","8 mar 2026, 09:57","8 mar 2026, 11:33","","Stacco da Terra (Manubrio)",,"",0,"failure",40,7,,0,
"Leg","8 mar 2026, 09:57","8 mar 2026, 11:33","","Stacco da Terra (Manubrio)",,"",1,"failure",40,6,,0,
"Leg","8 mar 2026, 09:57","8 mar 2026, 11:33","","Stacco da Terra (Manubrio)",,"",2,"failure",40,5,,0,
"Leg","8 mar 2026, 09:57","8 mar 2026, 11:33","","Leg Press (Macchina)",,"",0,"failure",140,5,,0,
"Leg","8 mar 2026, 09:57","8 mar 2026, 11:33","","Leg Press (Macchina)",,"",1,"failure",140,5,,0,
"Leg","8 mar 2026, 09:57","8 mar 2026, 11:33","","Leg Curl Seduto (Macchina)",,"",0,"failure",35,10,,0,
"Leg","8 mar 2026, 09:57","8 mar 2026, 11:33","","Leg Curl Seduto (Macchina)",,"",1,"failure",40,6,,0,
"Leg","8 mar 2026, 09:57","8 mar 2026, 11:33","","Back Extension (Macchina)",,"",0,"failure",30,7,,0,
"Leg","8 mar 2026, 09:57","8 mar 2026, 11:33","","Back Extension (Macchina)",,"",1,"failure",40,7,,0,
"Leg","8 mar 2026, 09:57","8 mar 2026, 11:33","","Back Extension (Macchina)",,"",2,"failure",40,5,,0,
"Leg","8 mar 2026, 09:57","8 mar 2026, 11:33","","Abduzione Anche (Macchina)",,"",0,"failure",90,10,,0,
"Leg","8 mar 2026, 09:57","8 mar 2026, 11:33","","Abduzione Anche (Macchina)",,"",1,"failure",90,10,,0,
"Leg","8 mar 2026, 09:57","8 mar 2026, 11:33","","Abduzione Anche (Macchina)",,"",2,"failure",90,10,,0,
"Pull","5 mar 2026, 18:43","5 mar 2026, 19:33","","Lat Pulldown (Macchina)",,"",0,"failure",35,10,,0,
"Pull","5 mar 2026, 18:43","5 mar 2026, 19:33","","Lat Pulldown (Macchina)",,"",1,"failure",35,8,,0,
"Pull","5 mar 2026, 18:43","5 mar 2026, 19:33","","Lat Pulldown (Macchina)",,"",2,"failure",35,7,,0,
"Pull","5 mar 2026, 18:43","5 mar 2026, 19:33","","Lat Pulldown (Macchina)",,"",0,"failure",35,6,,0,
"Pull","5 mar 2026, 18:43","5 mar 2026, 19:33","","Lat Pulldown (Macchina)",,"",1,"failure",35,5,,0,
"Pull","5 mar 2026, 18:43","5 mar 2026, 19:33","","Rematore al Cavo da Seduto",,"",0,"failure",20,8,,0,
"Pull","5 mar 2026, 18:43","5 mar 2026, 19:33","","Rematore al Cavo da Seduto",,"",1,"failure",20,7,,0,
"Pull","5 mar 2026, 18:43","5 mar 2026, 19:33","","Rematore al Cavo da Seduto",,"",2,"failure",20,7,,0,
"Pull","5 mar 2026, 18:43","5 mar 2026, 19:33","","Face Pull",,"",0,"failure",15,10,,0,
"Pull","5 mar 2026, 18:43","5 mar 2026, 19:33","","Face Pull",,"",1,"failure",15,8,,0,
"Pull","5 mar 2026, 18:43","5 mar 2026, 19:33","","Curl Bicipiti (Manubrio)",,"",0,"failure",6,7,,0,
"Pull","5 mar 2026, 18:43","5 mar 2026, 19:33","","Curl Bicipiti (Manubrio)",,"",1,"failure",6,7,,0,
"Pull","5 mar 2026, 18:43","5 mar 2026, 19:33","","Curl Bicipiti (Manubrio)",,"",2,"failure",6,6,,0,
"Pull","5 mar 2026, 18:43","5 mar 2026, 19:33","","Bayesian curl",,"",0,"failure",2.5,15,,0,
"Pull","5 mar 2026, 18:43","5 mar 2026, 19:33","","Bayesian curl",,"",1,"failure",2.5,14,,0,
"Push","2 mar 2026, 18:32","2 mar 2026, 19:20","","Chest Press (Macchina)",,"",0,"failure",30,7,,0,
"Push","2 mar 2026, 18:32","2 mar 2026, 19:20","","Chest Press (Macchina)",,"",1,"failure",30,7,,0,
"Push","2 mar 2026, 18:32","2 mar 2026, 19:20","","Chest Press (Macchina)",,"",2,"failure",30,6,,0,
"Push","2 mar 2026, 18:32","2 mar 2026, 19:20","","Panca Inclinata (Manubrio)",,"",0,"failure",8,12,,0,
"Push","2 mar 2026, 18:32","2 mar 2026, 19:20","","Panca Inclinata (Manubrio)",,"",1,"failure",8,10,,0,
"Push","2 mar 2026, 18:32","2 mar 2026, 19:20","","Lento in Avanti (Manubrio)",,"",0,"failure",8,7,,0,
"Push","2 mar 2026, 18:32","2 mar 2026, 19:20","","Lento in Avanti (Manubrio)",,"",1,"failure",8,7,,0,
"Push","2 mar 2026, 18:32","2 mar 2026, 19:20","","Lento in Avanti (Manubrio)",,"",2,"failure",8,6,,0,
"Push","2 mar 2026, 18:32","2 mar 2026, 19:20","","Aperture Laterali (Manubrio)",,"",0,"failure",5,8,,0,
"Push","2 mar 2026, 18:32","2 mar 2026, 19:20","","Aperture Laterali (Manubrio)",,"",1,"failure",5,7,,0,
"Push","2 mar 2026, 18:32","2 mar 2026, 19:20","","Pushdown Tricipiti",,"",0,"failure",12.5,7,,0,
"Push","2 mar 2026, 18:32","2 mar 2026, 19:20","","Pushdown Tricipiti",,"",1,"failure",10,12,,0,
"Push","2 mar 2026, 18:32","2 mar 2026, 19:20","","Pushdown Tricipiti",,"",2,"failure",10,11,,0,
"Push","2 mar 2026, 18:32","2 mar 2026, 19:20","","Crunch (Macchina)",,"",0,"failure",40,12,,0,
"Push","2 mar 2026, 18:32","2 mar 2026, 19:20","","Crunch (Macchina)",,"",1,"failure",40,12,,0,
"Push","2 mar 2026, 18:32","2 mar 2026, 19:20","","Crunch (Macchina)",,"",2,"failure",40,9,,0,
"Full body","1 mar 2026, 11:52","1 mar 2026, 13:32","","Hip Thrust (macchina)",,"",0,"failure",35,6,,0,
"Full body","1 mar 2026, 11:52","1 mar 2026, 13:32","","Hip Thrust (macchina)",,"",1,"failure",35,6,,0,
"Full body","1 mar 2026, 11:52","1 mar 2026, 13:32","","Hip Thrust (macchina)",,"",2,"failure",35,6,,0,
"Full body","1 mar 2026, 11:52","1 mar 2026, 13:32","","Hip Thrust (macchina)",,"",3,"failure",35,5,,0,
"Full body","1 mar 2026, 11:52","1 mar 2026, 13:32","","Stacco da Terra (Manubrio)",,"",0,"failure",36,6,,0,
"Full body","1 mar 2026, 11:52","1 mar 2026, 13:32","","Stacco da Terra (Manubrio)",,"",1,"failure",36,5,,0,
"Full body","1 mar 2026, 11:52","1 mar 2026, 13:32","","Stacco da Terra (Manubrio)",,"",2,"failure",36,6,,0,
"Full body","1 mar 2026, 11:52","1 mar 2026, 13:32","","Stacco da Terra (Manubrio)",,"",3,"failure",36,5,,0,
"Full body","1 mar 2026, 11:52","1 mar 2026, 13:32","","Abduzione Anche (Macchina)",,"",0,"failure",85,10,,0,
"Full body","1 mar 2026, 11:52","1 mar 2026, 13:32","","Abduzione Anche (Macchina)",,"",1,"failure",85,10,,0,
"Full body","1 mar 2026, 11:52","1 mar 2026, 13:32","","Estensioni Glutei al Cavo",,"",0,"failure",7.5,12,,0,
"Full body","1 mar 2026, 11:52","1 mar 2026, 13:32","","Estensioni Glutei al Cavo",,"",1,"failure",7.5,12,,0,
"Full body","1 mar 2026, 11:52","1 mar 2026, 13:32","","Lat Pulldown (Macchina)",,"",0,"failure",35,8,,0,
"Full body","1 mar 2026, 11:52","1 mar 2026, 13:32","","Lat Pulldown (Macchina)",,"",1,"failure",35,7,,0,
"Full body","1 mar 2026, 11:52","1 mar 2026, 13:32","","Lat Pulldown (Macchina)",,"",2,"failure",35,6,,0,
